,Release Date,Season,Episode,Episode Title,Name,Sentence,House,Sentences_Clean,Num_Words,Tokenized_Sentence,Tokenized_No_Stop,Stemmed_Sentence,Stemmed_Sentence_Non_Token,Sentiment,Sentiment_Compound_Score,Lannister_Word_Ranking,Lannister_Word_Score,Stark_Word_Score,Targaryen_Word_Score,Mormont_Word_Score
3010,6/19/2011,Season 1,Episode 10,Fire and Blood,tyrion lannister,The Stark boy appears to be less green than we'd hoped.,House Lannister, the stark boy appears to be less green than we would hoped,12,"['the', 'stark', 'boy', 'appears', 'to', 'be', 'less', 'green', 'than', 'we', 'would', 'hoped']","['stark', 'boy', 'appears', 'less', 'green', 'would', 'hoped']","['stark', 'boy', 'appears', 'le', 'green', 'would', 'hoped']", stark boy appears le green would hoped,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.3818}",0.3818,,0.00178674828356357,0.0014028107225750504,0.000468384074941452,0.0009058791557206269
3013,6/19/2011,Season 1,Episode 10,Fire and Blood,kevan lannister,"Both Baratheon brothers have taken up against us. Jaime captured, his armies scattered. lt's a catastrophe. Perhaps we should sue for peace.",House Lannister, both baratheon brothers have taken up against us jaime captured his armies scattered lts a catastrophe perhaps we should sue for peace,22,"['both', 'baratheon', 'brothers', 'have', 'taken', 'up', 'against', 'us', 'jaime', 'captured', 'his', 'armies', 'scattered', 'lts', 'a', 'catastrophe', 'perhaps', 'we', 'should', 'sue', 'for', 'peace']","['baratheon', 'brothers', 'taken', 'us', 'jaime', 'captured', 'armies', 'scattered', 'lts', 'catastrophe', 'perhaps', 'sue', 'peace']","['baratheon', 'brother', 'taken', 'u', 'jaime', 'captured', 'army', 'scattered', 'lts', 'catastrophe', 'perhaps', 'sue', 'peace']", baratheon brother taken u jaime captured army scattered lts catastrophe perhaps sue peace,"{'neg': 0.226, 'neu': 0.462, 'pos': 0.313, 'compound': 0.1779}",0.1779,,0.00038305643401184805,0.00020600716904948293,0.00025220680958385876,9.755621676991366e-05
3014,6/19/2011,Season 1,Episode 10,Fire and Blood,tyrion lannister,There's your peace. Joffrey saw to that when he decided to remove Ned Stark's head. You'll have an easier time drinking from that cup than you will bringing Robb Stark to the table now. He's winning – in case you hadn't noticed.,House Lannister, there is your peace joffrey saw to that when he decided to remove ned starks head you will have an easier time drinking from that cup than you will bringing robb stark to the table now he is winning – in case you had not noticed,46,"['there', 'is', 'your', 'peace', 'joffrey', 'saw', 'to', 'that', 'when', 'he', 'decided', 'to', 'remove', 'ned', 'starks', 'head', 'you', 'will', 'have', 'an', 'easier', 'time', 'drinking', 'from', 'that', 'cup', 'than', 'you', 'will', 'bringing', 'robb', 'stark', 'to', 'the', 'table', 'now', 'he', 'is', 'winning', 'in', 'case', 'you', 'had', 'not', 'noticed']","['peace', 'joffrey', 'saw', 'decided', 'remove', 'ned', 'starks', 'head', 'easier', 'time', 'drinking', 'cup', 'bringing', 'robb', 'stark', 'table', 'winning', 'case', 'noticed']","['peace', 'joffrey', 'saw', 'decided', 'remove', 'ned', 'starks', 'head', 'easier', 'time', 'drinking', 'cup', 'bringing', 'robb', 'stark', 'table', 'winning', 'case', 'noticed']", peace joffrey saw decided remove ned starks head easier time drinking cup bringing robb stark table winning case noticed,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8658}",0.8658,,0.000524182488647792,0.000507428184816621,8.628127696289905e-05,0.0003337449521075993
3015,6/19/2011,Season 1,Episode 10,Fire and Blood,kevan lannister,l'm told we still have his sisters.,House Lannister, lm told we still have his sisters,7,"['lm', 'told', 'we', 'still', 'have', 'his', 'sisters']","['lm', 'told', 'still', 'sisters']","['lm', 'told', 'still', 'sister']", lm told still sister,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0013317892298784018,0.000981967505802535,0.0004098360655737705,0.0004755865567533291
3018,6/19/2011,Season 1,Episode 10,Fire and Blood,tywin lannister,"They have my son! Get out, all of you. Not you. You were right about Eddard Stark. lf he were alive, we could have used him to broker a peace with Winterfell and Riverrun, which would have given us more time to deal with Robert's brothers. But now – madness. Madness and stupidity. l always thought you were a stunted fool. Perhaps l was wrong.",House Lannister, they have my son get out all of you not you you were right about eddard stark lf he were alive we could have used him to broker a peace with winterfell and riverrun which would have given us more time to deal with roberts brothers but now – madness madness and stupidity i always thought you were a stunted fool perhaps i was wrong,65,"['they', 'have', 'my', 'son', 'get', 'out', 'all', 'of', 'you', 'not', 'you', 'you', 'were', 'right', 'about', 'eddard', 'stark', 'lf', 'he', 'were', 'alive', 'we', 'could', 'have', 'used', 'him', 'to', 'broker', 'a', 'peace', 'with', 'winterfell', 'and', 'riverrun', 'which', 'would', 'have', 'given', 'us', 'more', 'time', 'to', 'deal', 'with', 'roberts', 'brothers', 'but', 'now', 'madness', 'madness', 'and', 'stupidity', 'i', 'always', 'thought', 'you', 'were', 'a', 'stunted', 'fool', 'perhaps', 'i', 'was', 'wrong']","['son', 'get', 'right', 'eddard', 'stark', 'lf', 'alive', 'could', 'used', 'broker', 'peace', 'winterfell', 'riverrun', 'would', 'given', 'us', 'time', 'deal', 'roberts', 'brothers', 'madness', 'madness', 'stupidity', 'always', 'thought', 'stunted', 'fool', 'perhaps', 'wrong']","['son', 'get', 'right', 'eddard', 'stark', 'lf', 'alive', 'could', 'used', 'broker', 'peace', 'winterfell', 'riverrun', 'would', 'given', 'u', 'time', 'deal', 'robert', 'brother', 'madness', 'madness', 'stupidity', 'always', 'thought', 'stunted', 'fool', 'perhaps', 'wrong']", son get right eddard stark lf alive could used broker peace winterfell riverrun would given u time deal robert brother madness madness stupidity always thought stunted fool perhaps wrong,"{'neg': 0.352, 'neu': 0.502, 'pos': 0.146, 'compound': -0.8225}",-0.8225,,0.0007827007168100953,0.0008249758355958606,0.0005276050499340494,0.00041545492314083927
3019,6/19/2011,Season 1,Episode 10,Fire and Blood,tyrion lannister,"Half wrong. l'm new to strategy, but unless we want to be surrounded by three armies, it appears we can't stay here.",House Lannister, half wrong lm new to strategy but unless we want to be surrounded by three armies it appears we cannot stay here,22,"['half', 'wrong', 'lm', 'new', 'to', 'strategy', 'but', 'unless', 'we', 'want', 'to', 'be', 'surrounded', 'by', 'three', 'armies', 'it', 'appears', 'we', 'cannot', 'stay', 'here']","['half', 'wrong', 'lm', 'new', 'strategy', 'unless', 'want', 'surrounded', 'three', 'armies', 'appears', 'cannot', 'stay']","['half', 'wrong', 'lm', 'new', 'strategy', 'unless', 'want', 'surrounded', 'three', 'army', 'appears', 'cannot', 'stay']", half wrong lm new strategy unless want surrounded three army appears cannot stay,"{'neg': 0.201, 'neu': 0.714, 'pos': 0.084, 'compound': -0.4215}",-0.4215,,0.0004275978798271791,0.0008377624874678971,0.0004623791509037411,0.000585337300619482
3020,6/19/2011,Season 1,Episode 10,Fire and Blood,tywin lannister,No one will stay here. Ser Gregor will head out with 500 riders and set the Riverland on fire from Godo s Eye to the Red Fork. The rest of us will regroup at Harrenhal. And you will go to King's Landing.,House Lannister, no one will stay here ser gregor will head out with 500 riders and set the riverland on fire from godo s eye to the red fork the rest of us will regroup at harrenhal and you will go to kings landing,42,"['no', 'one', 'will', 'stay', 'here', 'ser', 'gregor', 'will', 'head', 'out', 'with', '500', 'riders', 'and', 'set', 'the', 'riverland', 'on', 'fire', 'from', 'godo', 's', 'eye', 'to', 'the', 'red', 'fork', 'the', 'rest', 'of', 'us', 'will', 'regroup', 'at', 'harrenhal', 'and', 'you', 'will', 'go', 'to', 'kings', 'landing']","['one', 'stay', 'ser', 'gregor', 'head', '500', 'riders', 'set', 'riverland', 'fire', 'godo', 'eye', 'red', 'fork', 'rest', 'us', 'regroup', 'harrenhal', 'go', 'kings', 'landing']","['one', 'stay', 'ser', 'gregor', 'head', '500', 'rider', 'set', 'riverland', 'fire', 'godo', 'eye', 'red', 'fork', 'rest', 'u', 'regroup', 'harrenhal', 'go', 'king', 'landing']", one stay ser gregor head 500 rider set riverland fire godo eye red fork rest u regroup harrenhal go king landing,"{'neg': 0.112, 'neu': 0.888, 'pos': 0.0, 'compound': -0.34}",-0.34,,0.0005128629332450988,0.0008161807840436656,0.00046838407494145194,0.00039254763414560493
3021,6/19/2011,Season 1,Episode 10,Fire and Blood,tyrion lannister,And do what?,House Lannister, and do what,3,"['and', 'do', 'what']",[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0,0.0,0.0,0.0
3022,6/19/2011,Season 1,Episode 10,Fire and Blood,tywin lannister,"Rule. You will serve as Hand of the King in my stead. You will bring that boy king to heel, and his mother too, if needs be. And if you get so much as a whiff of treason from any of the rest – Baelish, Varys, Pycelle…",House Lannister, rule you will serve as hand of the king in my stead you will bring that boy king to heel and his mother too if needs be and if you get so much as a whiff of treason from any of the rest – baelish varys pycelle…,47,"['rule', 'you', 'will', 'serve', 'as', 'hand', 'of', 'the', 'king', 'in', 'my', 'stead', 'you', 'will', 'bring', 'that', 'boy', 'king', 'to', 'heel', 'and', 'his', 'mother', 'too', 'if', 'needs', 'be', 'and', 'if', 'you', 'get', 'so', 'much', 'as', 'a', 'whiff', 'of', 'treason', 'from', 'any', 'of', 'the', 'rest', 'baelish', 'varys', 'pycelle']","['rule', 'serve', 'hand', 'king', 'stead', 'bring', 'boy', 'king', 'heel', 'mother', 'needs', 'get', 'much', 'whiff', 'treason', 'rest', 'baelish', 'varys', 'pycelle']","['rule', 'serve', 'hand', 'king', 'stead', 'bring', 'boy', 'king', 'heel', 'mother', 'need', 'get', 'much', 'whiff', 'treason', 'rest', 'baelish', 'varys', 'pycelle']", rule serve hand king stead bring boy king heel mother need get much whiff treason rest baelish varys pycelle,"{'neg': 0.126, 'neu': 0.736, 'pos': 0.139, 'compound': 0.0772}",0.0772,,0.0009264620729588881,0.0008457136413610351,0.00011504170261719873,0.0009011113706905184
3023,6/19/2011,Season 1,Episode 10,Fire and Blood,tyrion lannister,"Heads, spikes, walls. Why not my uncle? Why not anyone? Why me?",House Lannister, heads spikes walls why not my uncle why not anyone why me,12,"['heads', 'spikes', 'walls', 'why', 'not', 'my', 'uncle', 'why', 'not', 'anyone', 'why', 'me']","['heads', 'spikes', 'walls', 'uncle', 'anyone']","['head', 'spike', 'wall', 'uncle', 'anyone']", head spike wall uncle anyone,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.00020845396641574983,0.00024995536511337264,0.0,0.0006341154090044388
3024,6/19/2011,Season 1,Episode 10,Fire and Blood,tywin lannister,"You're my son. Oh, one more thing. You will not take that whore to court. Do you understand?",House Lannister, you are my son oh one more thing you will not take that whore to court do you understand,19,"['you', 'are', 'my', 'son', 'oh', 'one', 'more', 'thing', 'you', 'will', 'not', 'take', 'that', 'whore', 'to', 'court', 'do', 'you', 'understand']","['son', 'oh', 'one', 'thing', 'take', 'whore', 'court', 'understand']","['son', 'oh', 'one', 'thing', 'take', 'whore', 'court', 'understand']", son oh one thing take whore court understand,"{'neg': 0.381, 'neu': 0.619, 'pos': 0.0, 'compound': -0.6486}",-0.6486,,0.0009409380428488707,0.0008480628459203713,0.0014344262295081967,0.0007926442612555485
3025,6/19/2011,Season 1,Episode 10,Fire and Blood,daenerys targaryen,Ser Jorah?,House Targaryen, ser jorah,2,"['ser', 'jorah']","['ser', 'jorah']","['ser', 'jorah']", ser jorah,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0007527504342790967,0.0008926977325477593,0.003278688524590164,0.0006341154090044388
3026,6/19/2011,Season 1,Episode 10,Fire and Blood,jorah mormont,"Gently, gently.",House Mormont, gently gently,2,"['gently', 'gently']","['gently', 'gently']","['gently', 'gently']", gently gently,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7184}",0.7184,,0.0,0.0,0.0,0.0019023462270133164
3027,6/19/2011,Season 1,Episode 10,Fire and Blood,daenerys targaryen,My son – where is he? l want him. Where is he?,House Targaryen, my son – where is he i want him where is he,12,"['my', 'son', 'where', 'is', 'he', 'i', 'want', 'him', 'where', 'is', 'he']","['son', 'want']","['son', 'want']", son want,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.0772}",0.0772,,0.001795020266357846,0.0033922513836814852,0.0046448087431693996,0.0025364616360177552
3028,6/19/2011,Season 1,Episode 10,Fire and Blood,jorah mormont,The boy did not live.,House Mormont, the boy did not live,5,"['the', 'boy', 'did', 'not', 'live']","['boy', 'live']","['boy', 'live']", boy live,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0016213086276780544,0.0008034279592929834,0.0,0.0015852885225110971
3029,6/19/2011,Season 1,Episode 10,Fire and Blood,daenerys targaryen,Tell me.,House Targaryen, tell me,2,"['tell', 'me']",['tell'],['tell'], tell,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0017371163867979154,0.0017853954650955187,0.003278688524590164,0.0012682308180088776
3030,6/19/2011,Season 1,Episode 10,Fire and Blood,jorah mormont,What is there to tell?,House Mormont, what is there to tell,5,"['what', 'is', 'there', 'to', 'tell']",['tell'],['tell'], tell,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0017371163867979154,0.0017853954650955187,0.003278688524590164,0.0012682308180088776
3031,6/19/2011,Season 1,Episode 10,Fire and Blood,daenerys targaryen,How did my son die?,House Targaryen, how did my son die,5,"['how', 'did', 'my', 'son', 'die']","['son', 'die']","['son', 'die']", son die,"{'neg': 0.796, 'neu': 0.204, 'pos': 0.0, 'compound': -0.5994}",-0.5994,,0.0013317892298784018,0.0007141581860382074,0.001639344262295082,0.0006341154090044388
3032,6/19/2011,Season 1,Episode 10,Fire and Blood,jorah mormont,"He never lived, my princess. The women say –",House Mormont, he never lived my princess the women say –,9,"['he', 'never', 'lived', 'my', 'princess', 'the', 'women', 'say']","['never', 'lived', 'princess', 'women', 'say']","['never', 'lived', 'princess', 'woman', 'say']", never lived princess woman say,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0007180081065431384,0.0008569898232458489,0.0016393442622950817,0.0012682308180088776
3033,6/19/2011,Season 1,Episode 10,Fire and Blood,daenerys targaryen,What do the women say?,House Targaryen, what do the women say,5,"['what', 'do', 'the', 'women', 'say']","['women', 'say']","['woman', 'say']", woman say,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0008685581933989577,0.0009819675058025353,0.00273224043715847,0.0012682308180088776
3034,6/19/2011,Season 1,Episode 10,Fire and Blood,jorah mormont,They say the child was –,House Mormont, they say the child was –,6,"['they', 'say', 'the', 'child', 'was']","['say', 'child']","['say', 'child']", say child,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0008685581933989577,0.0009819675058025353,0.001639344262295082,0.0019023462270133164
3036,6/19/2011,Season 1,Episode 10,Fire and Blood,daenerys targaryen,Where is Khal Drogo? Show him to me. Show me what l bought with my son's life.,House Targaryen, where is khal drogo show him to me show me what i bought with my sons life,17,"['where', 'is', 'khal', 'drogo', 'show', 'him', 'to', 'me', 'show', 'me', 'what', 'i', 'bought', 'with', 'my', 'sons', 'life']","['khal', 'drogo', 'show', 'show', 'bought', 'sons', 'life']","['khal', 'drogo', 'show', 'show', 'bought', 'son', 'life']", khal drogo show show bought son life,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0004135991397137894,0.0003570790930191037,0.0026541764246682284,0.0009058791557206269
3038,6/19/2011,Season 1,Episode 10,Fire and Blood,jorah mormont,Time enough for that later –,House Mormont, time enough for that later –,6,"['time', 'enough', 'for', 'that', 'later']","['time', 'enough', 'later']","['time', 'enough', 'later']", time enough later,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0008106543138390272,0.0009522109147176099,0.000546448087431694,0.0010568590150073982
3039,6/19/2011,Season 1,Episode 10,Fire and Blood,daenerys targaryen,l want to see him now.,House Targaryen, i want to see him now,6,"['i', 'want', 'to', 'see', 'him', 'now']","['want', 'see']","['want', 'see']", want see,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.0772}",0.0772,,0.0022003474232773594,0.004463488662738797,0.004098360655737705,0.0028535193405199747
3040,6/19/2011,Season 1,Episode 10,Fire and Blood,daenerys targaryen,The khalasar is gone.,House Targaryen, the khalasar is gone,4,"['the', 'khalasar', 'is', 'gone']","['khalasar', 'gone']","['khalasar', 'gone']", khalasar gone,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0,0.0,0.001092896174863388,0.0006341154090044388
3041,6/19/2011,Season 1,Episode 10,Fire and Blood,jorah mormont,"A khal who cannot ride is no khal. The Dothraki follow only the strong. l'm sorry, my Princess.",House Mormont, a khal who cannot ride is no khal the dothraki follow only the strong lm sorry my princess,18,"['a', 'khal', 'who', 'cannot', 'ride', 'is', 'no', 'khal', 'the', 'dothraki', 'follow', 'only', 'the', 'strong', 'lm', 'sorry', 'my', 'princess']","['khal', 'cannot', 'ride', 'khal', 'dothraki', 'follow', 'strong', 'lm', 'sorry', 'princess']","['khal', 'cannot', 'ride', 'khal', 'dothraki', 'follow', 'strong', 'lm', 'sorry', 'princess']", khal cannot ride khal dothraki follow strong lm sorry princess,"{'neg': 0.103, 'neu': 0.635, 'pos': 0.262, 'compound': 0.4588}",0.4588,,0.000335842501447597,0.0004463488662738796,0.0015300546448087432,0.0017121116043119847
3042,6/19/2011,Season 1,Episode 10,Fire and Blood,daenerys targaryen,Drogo! My sun and stars. Why is he out here alone?,House Targaryen, drogo my sun and stars why is he out here alone,11,"['drogo', 'my', 'sun', 'and', 'stars', 'why', 'is', 'he', 'out', 'here', 'alone']","['drogo', 'sun', 'stars', 'alone']","['drogo', 'sun', 'star', 'alone']", drogo sun star alone,"{'neg': 0.4, 'neu': 0.6, 'pos': 0.0, 'compound': -0.25}",-0.25,,0.0,0.0,0.0020491803278688526,0.0004755865567533291
3043,6/19/2011,Season 1,Episode 10,Fire and Blood,jorah mormont,"He seems to like the warmth, Princess.",House Mormont, he seems to like the warmth princess,7,"['he', 'seems', 'to', 'like', 'the', 'warmth', 'princess']","['seems', 'like', 'warmth', 'princess']","['seems', 'like', 'warmth', 'princess']", seems like warmth princess,"{'neg': 0.0, 'neu': 0.267, 'pos': 0.733, 'compound': 0.6705}",0.6705,,0.0008396062536189925,0.0007141581860382074,0.001092896174863388,0.0007926442612555486
3045,6/19/2011,Season 1,Episode 10,Fire and Blood,daenerys targaryen,This is not life. When will he be as he was?,House Targaryen, this is not life when will he be as he was,11,"['this', 'is', 'not', 'life', 'when', 'will', 'he', 'be', 'as', 'he', 'was']",['life'],['life'], life,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0013896931094383323,0.0010712372790573112,0.002185792349726776,0.0
3047,6/19/2011,Season 1,Episode 10,Fire and Blood,daenerys targaryen,Leave us.,House Targaryen, leave us,2,"['leave', 'us']","['leave', 'us']","['leave', 'u']", leave u,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.0516}",-0.0516,,0.0,0.0009819675058025353,0.001639344262295082,0.0
3048,6/19/2011,Season 1,Episode 10,Fire and Blood,jorah mormont,l don't want you alone with this sorceress.,House Mormont, i do not want you alone with this sorceress,9,"['i', 'do', 'not', 'want', 'you', 'alone', 'with', 'this', 'sorceress']","['want', 'alone', 'sorceress']","['want', 'alone', 'sorceress']", want alone sorceress,"{'neg': 0.465, 'neu': 0.233, 'pos': 0.302, 'compound': -0.1779}",-0.1779,,0.0006948465547191662,0.0017853954650955187,0.0020036429872495446,0.0012682308180088776
3049,6/19/2011,Season 1,Episode 10,Fire and Blood,daenerys targaryen,l have nothing more to fear from this woman. Go.,House Targaryen, i have nothing more to fear from this woman go,10,"['i', 'have', 'nothing', 'more', 'to', 'fear', 'from', 'this', 'woman', 'go']","['nothing', 'fear', 'woman', 'go']","['nothing', 'fear', 'woman', 'go']", nothing fear woman go,"{'neg': 0.0, 'neu': 0.533, 'pos': 0.467, 'compound': 0.3875}",0.3875,,0.0007817023740590619,0.001160507052312087,0.0017759562841530054,0.0006341154090044388
3050,6/19/2011,Season 1,Episode 10,Fire and Blood,daenerys targaryen,You knew what l was buying and you knew the price.,House Targaryen, you knew what i was buying and you knew the price,11,"['you', 'knew', 'what', 'i', 'was', 'buying', 'and', 'you', 'knew', 'the', 'price']","['knew', 'buying', 'knew', 'price']","['knew', 'buying', 'knew', 'price']", knew buying knew price,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0,0.0,0.0,0.0
3052,6/19/2011,Season 1,Episode 10,Fire and Blood,daenerys targaryen,This is not Godo s work. My child was innocent.,House Targaryen, this is not godo s work my child was innocent,10,"['this', 'is', 'not', 'godo', 's', 'work', 'my', 'child', 'was', 'innocent']","['godo', 'work', 'child', 'innocent']","['godo', 'work', 'child', 'innocent']", godo work child innocent,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.34}",0.34,,0.0,0.0,0.0,0.0003170577045022194
3054,6/19/2011,Season 1,Episode 10,Fire and Blood,daenerys targaryen,l spoke for you. l saved you.,House Targaryen, i spoke for you i saved you,7,"['i', 'spoke', 'for', 'you', 'i', 'saved', 'you']","['spoke', 'saved']","['spoke', 'saved']", spoke saved,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,,0.0,0.0,0.0,0.0
3056,6/19/2011,Season 1,Episode 10,Fire and Blood,daenerys targaryen,Your life.,House Targaryen, your life,2,"['your', 'life']",['life'],['life'], life,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0013896931094383323,0.0010712372790573112,0.002185792349726776,0.0
3059,6/19/2011,Season 1,Episode 10,Fire and Blood,jon snow,"Get out of my way, Sam.",House Stark, get out of my way sam,6,"['get', 'out', 'of', 'my', 'way', 'sam']","['get', 'way', 'sam']","['get', 'way', 'sam']", get way sam,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0004632310364794441,0.0014283163720764148,0.0007285974499089253,0.0004227436060029592
3061,6/19/2011,Season 1,Episode 10,Fire and Blood,jon snow,Better than you do.,House Stark, better than you do,4,"['better', 'than', 'you', 'do']",['better'],['better'], better,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,,0.0008106543138390272,0.001249776825566863,0.0,0.0
3063,6/19/2011,Season 1,Episode 10,Fire and Blood,jon snow,l'm gonna find my brother and put a sword through King Joffrey's throat.,House Stark, lm gonna find my brother and put a sword through king joffreys throat,13,"['lm', 'gonna', 'find', 'my', 'brother', 'and', 'put', 'a', 'sword', 'through', 'king', 'joffreys', 'throat']","['lm', 'gonna', 'find', 'brother', 'put', 'sword', 'king', 'joffreys', 'throat']","['lm', 'gonna', 'find', 'brother', 'put', 'sword', 'king', 'joffrey', 'throat']", lm gonna find brother put sword king joffrey throat,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0011194750048253233,0.001229939098176913,0.00036429872495446266,0.001127316282674558
3065,6/19/2011,Season 1,Episode 10,Fire and Blood,jon snow,Move.,House Stark, move,1,['move'],['move'],['move'], move,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0,0.0,0.0,0.0
3068,6/19/2011,Season 1,Episode 10,Fire and Blood,jon snow,Hyah!,House Stark, hyah,1,['hyah'],['hyah'],['hyah'], hyah,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0,0.0,0.0,0.0
3070,6/19/2011,Season 1,Episode 10,Fire and Blood,tyrion lannister,So it would seem.,House Lannister, so it would seem,4,"['so', 'it', 'would', 'seem']","['would', 'seem']","['would', 'seem']", would seem,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0024898668210770122,0.0032137118371719335,0.001639344262295082,0.0006341154090044388
3072,6/19/2011,Season 1,Episode 10,Fire and Blood,tyrion lannister,"No, he said l couldn't take with me to King's Landing. He was very specific on that point.",House Lannister, no he said i could not take with me to kings landing he was very specific on that point,19,"['no', 'he', 'said', 'i', 'could', 'not', 'take', 'with', 'me', 'to', 'kings', 'landing', 'he', 'was', 'very', 'specific', 'on', 'that', 'point']","['said', 'could', 'take', 'kings', 'landing', 'specific', 'point']","['said', 'could', 'take', 'king', 'landing', 'specific', 'point']", said could take king landing specific point,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0011415336256100587,0.0015303389700818733,0.001014832162373146,0.0006341154090044388
3074,6/19/2011,Season 1,Episode 10,Fire and Blood,tyrion lannister,What?,House Lannister, what,1,['what'],[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0,0.0,0.0,0.0
3076,6/19/2011,Season 1,Episode 10,Fire and Blood,tyrion lannister,"I believe he used the word ""whore"".",House Lannister, i believe he used the word whore,7,"['i', 'believe', 'he', 'used', 'the', 'word', 'whore']","['believe', 'used', 'word', 'whore']","['believe', 'used', 'word', 'whore']", believe used word whore,"{'neg': 0.589, 'neu': 0.411, 'pos': 0.0, 'compound': -0.6486}",-0.6486,,0.0003184713375796178,0.0,0.0,0.0003170577045022194
