,Release Date,Season,Episode,Episode Title,Name,Sentence,House,Sentences_Clean,Num_Words,Tokenized_Sentence,Tokenized_No_Stop,Stemmed_Sentence,Stemmed_Sentence_Non_Token,Sentiment,Sentiment_Compound_Score
3591,4/8/2012,Season 2,Episode 2,The Night Lands,arya stark,They don't scare me.,House Stark, they do not scare me,5,"['they', 'do', 'not', 'scare', 'me']",['scare'],['scare'], scare,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",-0.4939
4900,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,jon snow,I think they were afraid. I think they came here to get away from something. And I don't think it worked.,House Stark, i think they were afraid i think they came here to get away from something and i do not think it worked,22,"['i', 'think', 'they', 'were', 'afraid', 'i', 'think', 'they', 'came', 'here', 'to', 'get', 'away', 'from', 'something', 'and', 'i', 'do', 'not', 'think', 'it', 'worked']","['think', 'afraid', 'think', 'came', 'get', 'away', 'something', 'think', 'worked']","['think', 'afraid', 'think', 'came', 'get', 'away', 'something', 'think', 'worked']", think afraid think came get away something think worked,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
6341,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,"I wish we could converse as two honest, intelligent men.",House Lannister, i wish we could converse as two honest intelligent men,10,"['i', 'wish', 'we', 'could', 'converse', 'as', 'two', 'honest', 'intelligent', 'men']","['wish', 'could', 'converse', 'two', 'honest', 'intelligent', 'men']","['wish', 'could', 'converse', 'two', 'honest', 'intelligent', 'men']", wish could converse two honest intelligent men,"{'neg': 0.0, 'neu': 0.308, 'pos': 0.692, 'compound': 0.8402}",0.8402
4861,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,arya stark,They call him the Young Wolf.,House Stark, they call him the young wolf,6,"['they', 'call', 'him', 'the', 'young', 'wolf']","['call', 'young', 'wolf']","['call', 'young', 'wolf']", call young wolf,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
4862,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,tywin lannister,And?,House Lannister, and,1,['and'],[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0
5713,5/13/2012,Season 2,Episode 7,A Man Without Honor,talisa,If I could write a list-,House Stark, if i could write a list,6,"['if', 'i', 'could', 'write', 'a', 'list']","['could', 'write', 'list']","['could', 'write', 'list']", could write list,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
6823,6/3/2012,Season 2,Episode 10,Valar Morghulis,jaime lannister,Apparently eating is now a crime. Who knew?,House Lannister, apparently eating is now a crime who knew,8,"['apparently', 'eating', 'is', 'now', 'a', 'crime', 'who', 'knew']","['apparently', 'eating', 'crime', 'knew']","['apparently', 'eating', 'crime', 'knew']", apparently eating crime knew,"{'neg': 0.538, 'neu': 0.462, 'pos': 0.0, 'compound': -0.5423}",-0.5423
4224,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,cersei lannister,No!,House Lannister, no,1,['no'],[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0
6640,5/27/2012,Season 2,Episode 9,Blackwater,lancel lannister,Not here?,House Lannister, not here,2,"['not', 'here']",[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0
5337,5/6/2012,Season 2,Episode 6,The Old Gods and the New,joffrey lannister,You're talking to a king!,House Lannister, you are talking to a king,6,"['you', 'are', 'talking', 'to', 'a', 'king']","['talking', 'king']","['talking', 'king']", talking king,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
4117,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,tommen lannister,Is Joffrey going to kill Sansa's brother?,House Lannister, is joffrey going to kill sansas brother,7,"['is', 'joffrey', 'going', 'to', 'kill', 'sansas', 'brother']","['joffrey', 'going', 'kill', 'sansas', 'brother']","['joffrey', 'going', 'kill', 'sansas', 'brother']", joffrey going kill sansas brother,"{'neg': 0.54, 'neu': 0.46, 'pos': 0.0, 'compound': -0.6908}",-0.6908
3202,4/1/2012,Season 2,Episode 1,The North Remembers,sansa stark,He is. A fool - you're so clever to see it. He'll make a much better fool than a knight. He doesn't deserve the mercy of a quick death.,House Stark, he is a fool  you are so clever to see it he will make a much better fool than a knight he does not deserve the mercy of a quick death,31,"['he', 'is', 'a', 'fool', 'you', 'are', 'so', 'clever', 'to', 'see', 'it', 'he', 'will', 'make', 'a', 'much', 'better', 'fool', 'than', 'a', 'knight', 'he', 'does', 'not', 'deserve', 'the', 'mercy', 'of', 'a', 'quick', 'death']","['fool', 'clever', 'see', 'make', 'much', 'better', 'fool', 'knight', 'deserve', 'mercy', 'quick', 'death']","['fool', 'clever', 'see', 'make', 'much', 'better', 'fool', 'knight', 'deserve', 'mercy', 'quick', 'death']", fool clever see make much better fool knight deserve mercy quick death,"{'neg': 0.402, 'neu': 0.249, 'pos': 0.349, 'compound': -0.3182}",-0.3182
5092,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,jorah mormont,"Make your own way. Find your own ship. You only need one. The allies we need are in Westeros, not Qarth.",House Mormont, make your own way find your own ship you only need one the allies we need are in westeros not qarth,21,"['make', 'your', 'own', 'way', 'find', 'your', 'own', 'ship', 'you', 'only', 'need', 'one', 'the', 'allies', 'we', 'need', 'are', 'in', 'westeros', 'not', 'qarth']","['make', 'way', 'find', 'ship', 'need', 'one', 'allies', 'need', 'westeros', 'qarth']","['make', 'way', 'find', 'ship', 'need', 'one', 'ally', 'need', 'westeros', 'qarth']", make way find ship need one ally need westeros qarth,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
3818,4/8/2012,Season 2,Episode 2,The Night Lands,arya stark,I'm not a girl!,House Stark, i am not a girl,5,"['i', 'am', 'not', 'a', 'girl']",['girl'],['girl'], girl,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
5917,5/13/2012,Season 2,Episode 7,A Man Without Honor,cersei lannister,"Why not? He has a good mind for strategy, doesn't he?",House Lannister, why not he has a good mind for strategy does not he,12,"['why', 'not', 'he', 'has', 'a', 'good', 'mind', 'for', 'strategy', 'does', 'not', 'he']","['good', 'mind', 'strategy']","['good', 'mind', 'strategy']", good mind strategy,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404
4853,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,arya stark,"Maidenpool, my lord.",House Stark, maidenpool my lord,3,"['maidenpool', 'my', 'lord']","['maidenpool', 'lord']","['maidenpool', 'lord']", maidenpool lord,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
4218,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,cersei lannister,She'll be a hostage.,House Lannister, she will be a hostage,5,"['she', 'will', 'be', 'a', 'hostage']",['hostage'],['hostage'], hostage,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
3498,4/1/2012,Season 2,Episode 1,The North Remembers,robb stark,"Which of these lords do I trust more than you? If Renly sides with us, we'll outnumber them two to one. When they feel the jaws beginning to shut, they'll sue for peace. We'll get the girls back. Then we'll all go home for good.",House Stark, which of these lords do i trust more than you if renly sides with us we will outnumber them two to one when they feel the jaws beginning to shut they will sue for peace we will get the girls back then we will all go home for good,49,"['which', 'of', 'these', 'lords', 'do', 'i', 'trust', 'more', 'than', 'you', 'if', 'renly', 'sides', 'with', 'us', 'we', 'will', 'outnumber', 'them', 'two', 'to', 'one', 'when', 'they', 'feel', 'the', 'jaws', 'beginning', 'to', 'shut', 'they', 'will', 'sue', 'for', 'peace', 'we', 'will', 'get', 'the', 'girls', 'back', 'then', 'we', 'will', 'all', 'go', 'home', 'for', 'good']","['lords', 'trust', 'renly', 'sides', 'us', 'outnumber', 'two', 'one', 'feel', 'jaws', 'beginning', 'shut', 'sue', 'peace', 'get', 'girls', 'back', 'go', 'home', 'good']","['lord', 'trust', 'renly', 'side', 'u', 'outnumber', 'two', 'one', 'feel', 'jaw', 'beginning', 'shut', 'sue', 'peace', 'get', 'girl', 'back', 'go', 'home', 'good']", lord trust renly side u outnumber two one feel jaw beginning shut sue peace get girl back go home good,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8658}",0.8658
3507,4/1/2012,Season 2,Episode 1,The North Remembers,joffrey lannister,"With luck, she's dead in a ditch somewhere.",House Lannister, with luck she is dead in a ditch somewhere,9,"['with', 'luck', 'she', 'is', 'dead', 'in', 'a', 'ditch', 'somewhere']","['luck', 'dead', 'ditch', 'somewhere']","['luck', 'dead', 'ditch', 'somewhere']", luck dead ditch somewhere,"{'neg': 0.462, 'neu': 0.215, 'pos': 0.323, 'compound': -0.3182}",-0.3182
5378,5/6/2012,Season 2,Episode 6,The Old Gods and the New,daenerys targaryen,Not yet.,House Targaryen, not yet,2,"['not', 'yet']",['yet'],['yet'], yet,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
6757,6/3/2012,Season 2,Episode 10,Valar Morghulis,joffrey lannister,"Your house has come to our aid. The whole realm is in your debt, none more so than I. If your family would ask anything of me, ask it, and it shall be yours.",House Lannister, your house has come to our aid the whole realm is in your debt none more so than i if your family would ask anything of me ask it and it shall be yours,34,"['your', 'house', 'has', 'come', 'to', 'our', 'aid', 'the', 'whole', 'realm', 'is', 'in', 'your', 'debt', 'none', 'more', 'so', 'than', 'i', 'if', 'your', 'family', 'would', 'ask', 'anything', 'of', 'me', 'ask', 'it', 'and', 'it', 'shall', 'be', 'yours']","['house', 'come', 'aid', 'whole', 'realm', 'debt', 'none', 'family', 'would', 'ask', 'anything', 'ask', 'shall']","['house', 'come', 'aid', 'whole', 'realm', 'debt', 'none', 'family', 'would', 'ask', 'anything', 'ask', 'shall']", house come aid whole realm debt none family would ask anything ask shall,"{'neg': 0.172, 'neu': 0.828, 'pos': 0.0, 'compound': -0.3612}",-0.3612
5182,5/6/2012,Season 2,Episode 6,The Old Gods and the New,bran stark,"You said no harm would come! You said no harm would come. Theon, please.",House Stark, you said no harm would come you said no harm would come theon please,14,"['you', 'said', 'no', 'harm', 'would', 'come', 'you', 'said', 'no', 'harm', 'would', 'come', 'theon', 'please']","['said', 'harm', 'would', 'come', 'said', 'harm', 'would', 'come', 'theon', 'please']","['said', 'harm', 'would', 'come', 'said', 'harm', 'would', 'come', 'theon', 'please']", said harm would come said harm would come theon please,"{'neg': 0.429, 'neu': 0.429, 'pos': 0.141, 'compound': -0.6908}",-0.6908
5686,5/13/2012,Season 2,Episode 7,A Man Without Honor,alton,"She, uh...",House Lannister, she uh,2,"['she', 'uh']",['uh'],['uh'], uh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
5292,5/6/2012,Season 2,Episode 6,The Old Gods and the New,joffrey lannister,So?,House Lannister, so,1,['so'],[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0
5410,5/6/2012,Season 2,Episode 6,The Old Gods and the New,arya stark,"The armory, my lord.",House Stark, the armory my lord,4,"['the', 'armory', 'my', 'lord']","['armory', 'lord']","['armory', 'lord']", armory lord,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
4281,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,tyrion lannister,"He has a sword, the power of life and death.",House Lannister, he has a sword the power of life and death,10,"['he', 'has', 'a', 'sword', 'the', 'power', 'of', 'life', 'and', 'death']","['sword', 'power', 'life', 'death']","['sword', 'power', 'life', 'death']", sword power life death,"{'neg': 0.565, 'neu': 0.435, 'pos': 0.0, 'compound': -0.5994}",-0.5994
3354,4/1/2012,Season 2,Episode 1,The North Remembers,jorah mormont,A roof would be welcome. It's been hard riding. We've brought our own food and good steel for you.,House Mormont, a roof would be welcome it is been hard riding we have brought our own food and good steel for you,21,"['a', 'roof', 'would', 'be', 'welcome', 'it', 'is', 'been', 'hard', 'riding', 'we', 'have', 'brought', 'our', 'own', 'food', 'and', 'good', 'steel', 'for', 'you']","['roof', 'would', 'welcome', 'hard', 'riding', 'brought', 'food', 'good', 'steel']","['roof', 'would', 'welcome', 'hard', 'riding', 'brought', 'food', 'good', 'steel']", roof would welcome hard riding brought food good steel,"{'neg': 0.105, 'neu': 0.451, 'pos': 0.444, 'compound': 0.6705}",0.6705
4170,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,tyrion lannister,"For men in our position, holding grudges can be an encumbrance, don't you think?",House Lannister, for men in our position holding grudges can be an encumbrance do not you think,15,"['for', 'men', 'in', 'our', 'position', 'holding', 'grudges', 'can', 'be', 'an', 'encumbrance', 'do', 'not', 'you', 'think']","['men', 'position', 'holding', 'grudges', 'encumbrance', 'think']","['men', 'position', 'holding', 'grudge', 'encumbrance', 'think']", men position holding grudge encumbrance think,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
6949,6/3/2012,Season 2,Episode 10,Valar Morghulis,tyrion lannister,It was good of you to come.,House Lannister, it was good of you to come,7,"['it', 'was', 'good', 'of', 'you', 'to', 'come']","['good', 'come']","['good', 'come']", good come,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404
6711,5/27/2012,Season 2,Episode 9,Blackwater,sansa stark,I'll be safe here. Stannis won't hurt me.,House Stark, i will be safe here stannis will not hurt me,10,"['i', 'will', 'be', 'safe', 'here', 'stannis', 'will', 'not', 'hurt', 'me']","['safe', 'stannis', 'hurt']","['safe', 'stannis', 'hurt']", safe stannis hurt,"{'neg': 0.466, 'neu': 0.137, 'pos': 0.397, 'compound': -0.128}",-0.128
4106,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,tyrion lannister,Your lion wants to see you alive. We've come to a dangerous place. My sister wants to hurt me. She'll look for any weakness she can find. She can't know about you.,House Lannister, your lion wants to see you alive we have come to a dangerous place my sister wants to hurt me she will look for any weakness she can find she cannot know about you,34,"['your', 'lion', 'wants', 'to', 'see', 'you', 'alive', 'we', 'have', 'come', 'to', 'a', 'dangerous', 'place', 'my', 'sister', 'wants', 'to', 'hurt', 'me', 'she', 'will', 'look', 'for', 'any', 'weakness', 'she', 'can', 'find', 'she', 'cannot', 'know', 'about', 'you']","['lion', 'wants', 'see', 'alive', 'come', 'dangerous', 'place', 'sister', 'wants', 'hurt', 'look', 'weakness', 'find', 'cannot', 'know']","['lion', 'want', 'see', 'alive', 'come', 'dangerous', 'place', 'sister', 'want', 'hurt', 'look', 'weakness', 'find', 'cannot', 'know']", lion want see alive come dangerous place sister want hurt look weakness find cannot know,"{'neg': 0.396, 'neu': 0.383, 'pos': 0.221, 'compound': -0.7269}",-0.7269
5866,5/13/2012,Season 2,Episode 7,A Man Without Honor,daenerys targaryen,You have my dragons?,House Targaryen, you have my dragons,4,"['you', 'have', 'my', 'dragons']",['dragons'],['dragon'], dragon,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
3270,4/1/2012,Season 2,Episode 1,The North Remembers,luwin,Nor did I. But listening to people you'd rather not listen to is one of your responsibilities as Lord of Winterfell. . Lord Portan.,House Stark, nor did i but listening to people you would rather not listen to is one of your responsibilities as lord of winterfell  lord portan,24,"['nor', 'did', 'i', 'but', 'listening', 'to', 'people', 'you', 'would', 'rather', 'not', 'listen', 'to', 'is', 'one', 'of', 'your', 'responsibilities', 'as', 'lord', 'of', 'winterfell', 'lord', 'portan']","['listening', 'people', 'would', 'rather', 'listen', 'one', 'responsibilities', 'lord', 'winterfell', 'lord', 'portan']","['listening', 'people', 'would', 'rather', 'listen', 'one', 'responsibility', 'lord', 'winterfell', 'lord', 'portan']", listening people would rather listen one responsibility lord winterfell lord portan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
4279,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,tyrion lannister,Depends on the sellsword.,House Lannister, depends on the sellsword,4,"['depends', 'on', 'the', 'sellsword']","['depends', 'sellsword']","['depends', 'sellsword']", depends sellsword,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
5941,5/13/2012,Season 2,Episode 7,A Man Without Honor,catelyn stark,So they say.,House Stark, so they say,3,"['so', 'they', 'say']",['say'],['say'], say,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
5618,5/13/2012,Season 2,Episode 7,A Man Without Honor,tywin lannister,Leave it. Are you hungry?,House Lannister, leave it are you hungry,5,"['leave', 'it', 'are', 'you', 'hungry']","['leave', 'hungry']","['leave', 'hungry']", leave hungry,"{'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.0516}",-0.0516
3286,4/1/2012,Season 2,Episode 1,The North Remembers,daenerys targaryen,My brother didn't know anything about dragons. He didn't know anything about anything.,House Targaryen, my brother did not know anything about dragons he did not know anything about anything,15,"['my', 'brother', 'did', 'not', 'know', 'anything', 'about', 'dragons', 'he', 'did', 'not', 'know', 'anything', 'about', 'anything']","['brother', 'know', 'anything', 'dragons', 'know', 'anything', 'anything']","['brother', 'know', 'anything', 'dragon', 'know', 'anything', 'anything']", brother know anything dragon know anything anything,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
6641,5/27/2012,Season 2,Episode 9,Blackwater,cersei lannister,With the women and children? Do you want him to be mocked as a coward for the rest of his life?,House Lannister, with the women and children do you want him to be mocked as a coward for the rest of his life,21,"['with', 'the', 'women', 'and', 'children', 'do', 'you', 'want', 'him', 'to', 'be', 'mocked', 'as', 'a', 'coward', 'for', 'the', 'rest', 'of', 'his', 'life']","['women', 'children', 'want', 'mocked', 'coward', 'rest', 'life']","['woman', 'child', 'want', 'mocked', 'coward', 'rest', 'life']", woman child want mocked coward rest life,"{'neg': 0.5, 'neu': 0.377, 'pos': 0.123, 'compound': -0.6124}",-0.6124
4110,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,tyrion lannister,Language can be a bit tricky here.,House Lannister, language can be a bit tricky here,7,"['language', 'can', 'be', 'a', 'bit', 'tricky', 'here']","['language', 'bit', 'tricky']","['language', 'bit', 'tricky']", language bit tricky,"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.1531}",-0.1531
3703,4/8/2012,Season 2,Episode 2,The Night Lands,daenerys targaryen,Shh. We will build him a funeral pyre.,House Targaryen, shh we will build him a funeral pyre,8,"['shh', 'we', 'will', 'build', 'him', 'a', 'funeral', 'pyre']","['shh', 'build', 'funeral', 'pyre']","['shh', 'build', 'funeral', 'pyre']", shh build funeral pyre,"{'neg': 0.455, 'neu': 0.545, 'pos': 0.0, 'compound': -0.3612}",-0.3612
4728,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,cersei lannister,Littlefinger says we can outspend him three to one.,House Lannister, littlefinger says we can outspend him three to one,9,"['littlefinger', 'says', 'we', 'can', 'outspend', 'him', 'three', 'to', 'one']","['littlefinger', 'says', 'outspend', 'three', 'one']","['littlefinger', 'say', 'outspend', 'three', 'one']", littlefinger say outspend three one,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
3324,4/1/2012,Season 2,Episode 1,The North Remembers,jorah mormont,He said he planned to stop here on his way to the Frostfangs.,House Mormont, he said he planned to stop here on his way to the frostfangs,13,"['he', 'said', 'he', 'planned', 'to', 'stop', 'here', 'on', 'his', 'way', 'to', 'the', 'frostfangs']","['said', 'planned', 'stop', 'way', 'frostfangs']","['said', 'planned', 'stop', 'way', 'frostfangs']", said planned stop way frostfangs,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.296}",-0.296
5057,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,daenerys targaryen,Because I promised my khalasar I'd protect them and find them a safe home.,House Targaryen, because i promised my khalasar i would protect them and find them a safe home,15,"['because', 'i', 'promised', 'my', 'khalasar', 'i', 'would', 'protect', 'them', 'and', 'find', 'them', 'a', 'safe', 'home']","['promised', 'khalasar', 'would', 'protect', 'find', 'safe', 'home']","['promised', 'khalasar', 'would', 'protect', 'find', 'safe', 'home']", promised khalasar would protect find safe home,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.7906}",0.7906
3359,4/1/2012,Season 2,Episode 1,The North Remembers,jorah mormont,And who are you?,House Mormont, and who are you,4,"['and', 'who', 'are', 'you']",[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0
4148,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,grand maester pycelle,"I've encountered this problem before, my lord. The stresses of power often have this insalubrious effect. Two drops with water, daily.",House Lannister, i have encountered this problem before my lord the stresses of power often have this insalubrious effect two drops with water daily,22,"['i', 'have', 'encountered', 'this', 'problem', 'before', 'my', 'lord', 'the', 'stresses', 'of', 'power', 'often', 'have', 'this', 'insalubrious', 'effect', 'two', 'drops', 'with', 'water', 'daily']","['encountered', 'problem', 'lord', 'stresses', 'power', 'often', 'insalubrious', 'effect', 'two', 'drops', 'water', 'daily']","['encountered', 'problem', 'lord', 'stress', 'power', 'often', 'insalubrious', 'effect', 'two', 'drop', 'water', 'daily']", encountered problem lord stress power often insalubrious effect two drop water daily,"{'neg': 0.458, 'neu': 0.542, 'pos': 0.0, 'compound': -0.765}",-0.765
4415,4/22/2012,Season 2,Episode 4,Garden of Bones,joffrey lannister,Could you hit her?,House Lannister, could you hit her,4,"['could', 'you', 'hit', 'her']","['could', 'hit']","['could', 'hit']", could hit,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
4158,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,tyrion lannister,"I'm brokering an alliance with House Martell of Dorne. Princess Myrcella will wed their youngest son when she comes of age, ensuring their loyalty and their army, should we need it.",House Lannister, i am brokering an alliance with house martell of dorne princess myrcella will wed their youngest son when she comes of age ensuring their loyalty and their army should we need it,32,"['i', 'am', 'brokering', 'an', 'alliance', 'with', 'house', 'martell', 'of', 'dorne', 'princess', 'myrcella', 'will', 'wed', 'their', 'youngest', 'son', 'when', 'she', 'comes', 'of', 'age', 'ensuring', 'their', 'loyalty', 'and', 'their', 'army', 'should', 'we', 'need', 'it']","['brokering', 'alliance', 'house', 'martell', 'dorne', 'princess', 'myrcella', 'wed', 'youngest', 'son', 'comes', 'age', 'ensuring', 'loyalty', 'army', 'need']","['brokering', 'alliance', 'house', 'martell', 'dorne', 'princess', 'myrcella', 'wed', 'youngest', 'son', 'come', 'age', 'ensuring', 'loyalty', 'army', 'need']", brokering alliance house martell dorne princess myrcella wed youngest son come age ensuring loyalty army need,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.6808}",0.6808
4596,4/22/2012,Season 2,Episode 4,Garden of Bones,tywin lannister,"You, do you have a trade?",House Lannister, you do you have a trade,6,"['you', 'do', 'you', 'have', 'a', 'trade']",['trade'],['trade'], trade,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
6228,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,I thought you preferred blondes.,House Lannister, i thought you preferred blondes,5,"['i', 'thought', 'you', 'preferred', 'blondes']","['thought', 'preferred', 'blondes']","['thought', 'preferred', 'blonde']", thought preferred blonde,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
3995,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,jeor mormont,"Aye, many a time that monster has been the difference between life and death for our rangers, your uncle among them. We have other wars to fight, out there. Like it or not, we need men like Craster.",House Mormont, aye many a time that monster has been the difference between life and death for our rangers your uncle among them we have other wars to fight out there like it or not we need men like craster,38,"['aye', 'many', 'a', 'time', 'that', 'monster', 'has', 'been', 'the', 'difference', 'between', 'life', 'and', 'death', 'for', 'our', 'rangers', 'your', 'uncle', 'among', 'them', 'we', 'have', 'other', 'wars', 'to', 'fight', 'out', 'there', 'like', 'it', 'or', 'not', 'we', 'need', 'men', 'like', 'craster']","['aye', 'many', 'time', 'monster', 'difference', 'life', 'death', 'rangers', 'uncle', 'among', 'wars', 'fight', 'like', 'need', 'men', 'like', 'craster']","['aye', 'many', 'time', 'monster', 'difference', 'life', 'death', 'ranger', 'uncle', 'among', 'war', 'fight', 'like', 'need', 'men', 'like', 'craster']", aye many time monster difference life death ranger uncle among war fight like need men like craster,"{'neg': 0.38, 'neu': 0.438, 'pos': 0.182, 'compound': -0.7506}",-0.7506
3451,4/1/2012,Season 2,Episode 1,The North Remembers,cersei lannister,"A mockingbird. . You created your own Sigil, didn't you?",House Lannister, a mockingbird  you created your own sigil did not you,10,"['a', 'mockingbird', 'you', 'created', 'your', 'own', 'sigil', 'did', 'not', 'you']","['mockingbird', 'created', 'sigil']","['mockingbird', 'created', 'sigil']", mockingbird created sigil,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.25}",0.25
5698,5/13/2012,Season 2,Episode 7,A Man Without Honor,talisa,I've been treating your wounded men.,House Stark, i have been treating your wounded men,7,"['i', 'have', 'been', 'treating', 'your', 'wounded', 'men']","['treating', 'wounded', 'men']","['treating', 'wounded', 'men']", treating wounded men,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
3242,4/1/2012,Season 2,Episode 1,The North Remembers,cersei lannister,I tried to stop it.,House Lannister, i tried to stop it,5,"['i', 'tried', 'to', 'stop', 'it']","['tried', 'stop']","['tried', 'stop']", tried stop,"{'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.296}",-0.296
4934,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,irri,I rewove this part of the top. And I fixed the heel on this one.,House Targaryen, i rewove this part of the top and i fixed the heel on this one,15,"['i', 'rewove', 'this', 'part', 'of', 'the', 'top', 'and', 'i', 'fixed', 'the', 'heel', 'on', 'this', 'one']","['rewove', 'part', 'top', 'fixed', 'heel', 'one']","['rewove', 'part', 'top', 'fixed', 'heel', 'one']", rewove part top fixed heel one,"{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.2023}",0.2023
5294,5/6/2012,Season 2,Episode 6,The Old Gods and the New,joffrey lannister,Is your little brother a prince?,House Lannister, is your little brother a prince,6,"['is', 'your', 'little', 'brother', 'a', 'prince']","['little', 'brother', 'prince']","['little', 'brother', 'prince']", little brother prince,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
5185,5/6/2012,Season 2,Episode 6,The Old Gods and the New,bran stark,"Theon, please don't.",House Stark, theon please dont,3,"['theon', 'please', 'dont']","['theon', 'please', 'dont']","['theon', 'please', 'dont']", theon please dont,"{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.3182}",0.3182
4760,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,"All right, all right. Enough. Even torturing you is boring. Just get out.",House Lannister, all right all right enough even torturing you is boring just get out,13,"['all', 'right', 'all', 'right', 'enough', 'even', 'torturing', 'you', 'is', 'boring', 'just', 'get', 'out']","['right', 'right', 'enough', 'even', 'torturing', 'boring', 'get']","['right', 'right', 'enough', 'even', 'torturing', 'boring', 'get']", right right enough even torturing boring get,"{'neg': 0.558, 'neu': 0.442, 'pos': 0.0, 'compound': -0.743}",-0.743
